x,y,lon,lat,name
818.15238095255,97.64571707604,-0.1340407133,51.5161312639,
176.93333333349,209.43238467276,-0.1420095563,51.515268319,
278.41904761933,490.30096726203,-0.1406738162,51.5131370922,
1027.2190476196,856.13716227218,-0.1314684749,51.5104308513,
